timestamp,contract_type,tx_hash,input_price,actual_price,predicted_price,tick_lower,tick_upper,liquidity,adjusted,gas_used,gas_cost_eth
2025-04-12 19:18:53,Baseline,3979ec31b85192eac6df4ff4a3650a55f90701a7cedfd17ffabf4153ffdaa0d7,1549.5632574284077,123027816515800074805239584,,-64800,-64560,,True,75151,1.38461584195e-07
2025-04-12 19:23:29,Baseline,1ab750a88dba6f42e99e24d7804194ca4364c6dbc58f5be0645026a3dda328f9,1549.5277588391305,123027816515800074805239584,,-64800,-64560,,True,75151,1.38139036103e-07
2025-04-12 19:29:21,Predictive,e00972bfca2752beb98cb8bd86de04152e44a2b7e58003c6556ab9ec5bbb605a,1549.4649973332882,0,645,-73620,-73320,,False,51690,9.735666768e-08
2025-04-12 19:32:17,Baseline,659eba6caa1fea64433464b87b8f7ac72023dad64b8a8bb5798ec81fd174507c,1549.4706771075726,123027816515800074805239584,,-64800,-64560,,True,75151,1.3098744149e-07
