timestamp,contract_type,tx_hash,input_price,liquidity,gas_used,gas_cost_eth,actualPrice,predictedPrice,predictedTick,finalTickLower,finalTickUpper,adjusted
2025-04-12 20:42:53,Predictive,302232fc096974d279705b4342d8027be1ec4b3633e476e8b87a9c6aa52c78fd,1555.1442036402225,315071155185964322434,52644,5.2985712204e-08,0,643,-73498,-73620,-73320,False
2025-04-12 20:43:31,Baseline,5a2b24195f40405f1cb052252fc860a6b6c303f7d10740d0d63e08eb1614e38a,1555.1442036402225,,75151,7.5545317297e-08,123027816515800074805239584,,,-64800,-64560,True
